categoria;LOC;lat;lon;Filename
Nuevos Paramilitares (Narco-Para);Teorama, Norte de Santander;8.437521;-73.2869429;2
Nuevos Paramilitares (Narco-Para);Tibú, Norte de Santander;8.642356;-72.73773299999999;1
Nuevos Paramilitares (Narco-Para);Tierralta, Córdoba;8.171571;-76.062313;14
Nuevos Paramilitares (Narco-Para);Timbiquí, Quindío;2.777744;-77.66760599999999;1
Nuevos Paramilitares (Narco-Para);Tiquisio, Bolívar;8.5555864;-74.26470429999999;4
Nuevos Paramilitares (Narco-Para);Tiquisio, Norte de Santander;8.5555864;-74.26470429999999;2
Nuevos Paramilitares (Narco-Para);Toledo, Quindío;4.4610191;-75.667356;2
Nuevos Paramilitares (Narco-Para);Tolú, Sucre;9.527477;-75.5812215;3
Nuevos Paramilitares (Narco-Para);Toribio, Cauca;2.9562909;-76.2704;1
Nuevos Paramilitares (Narco-Para);Trujillo, Valle del Cauca;4.211646;-76.3187681;6
Nuevos Paramilitares (Narco-Para);Tuluá, Valle del Cauca;4.089869;-76.1914991;6
Nuevos Paramilitares (Narco-Para);Tumaco, Nariño;1.787434;-78.791265;6
Nuevos Paramilitares (Narco-Para);Turbaco, Bolívar;10.334638;-75.412672;2
Nuevos Paramilitares (Narco-Para);Turbo, Quindío;4.4610191;-75.667356;6
Nuevos Paramilitares (Narco-Para);Umbita, Nariño;5.22138;-73.45687;5
Nuevos Paramilitares (Narco-Para);Unguía, Chocó;8.041038799999999;-77.093099;8
Nuevos Paramilitares (Narco-Para);Uribia, La Guajira;11.7149978;-72.26593910000001;1
Nuevos Paramilitares (Narco-Para);Urrao, Antioquia;6.313860999999999;-76.13181;1
Nuevos Paramilitares (Narco-Para);Valdivia, Valle del Cauca;3.8008893;-76.64127119999999;2
Nuevos Paramilitares (Narco-Para);Valencia, Córdoba;8.2009388;-76.2247366;4
Nuevos Paramilitares (Narco-Para);Valencia, Valle del Cauca;3.8008893;-76.64127119999999;1
Nuevos Paramilitares (Narco-Para);Valledupar, Cesar;10.4742449;-73.2436335;2
